,date,Comment,Sentiment_b,longitude,latitude
18756,2015-08-01 17:44:21,"Joe Biden and Jim Webb.Joe Biden and Bernie Sanders.Joe Biden and Jon Huntsman.I'd go for any of those, though Huntsman might be the complementary best.Of course if anyone other than Hillary Clinton is nominated, the Republicans will be hiring a million trolls to claim online they're Democrats who are staying home on Election Day, because the Democrats turned their backs on a woman.Actually, it would be appropriate for the Republicans to nominate Carly Fiorina. Best I can tell she is an excellent example of the Republicans' claim that what you get with affirmative action are people holding jobs they are not qualified for. The Democrats' campaign would simply put up billboards displaying her name over a share of Hewlett Packard stock in flames. I must admit, though, that I admire her chutzpah, running as the experienced and knowledgeable business candidate. Kind of like the kid who kills his parents and then throws himself on the mercy of the court because he is an orphan.",1.0,-119.7462,36.17
13978,2015-08-01 18:02:19,"I'd like Biden to be the nominee. He's a solid guy, well liked, and trusted. I think he could do a lot to diminish the cancerous cynicism that pervades D.C. and is reflected in Dowd's long-time hatred of Hilary. If she ever says a positive thing about her I might keel over and die.",1.0,-72.7622,41.5834
432,2015-08-01 18:13:20,"One more slam at Secretary Clinton by Maureen Dowd Was she sitting at Beau Biden's death bed to hear his comments regarding Clinton values or just another anonymous source.I will be cancelling my subscription.  I was  thinking Friday,  why am I  reading a newspaper that prints lies?",1.0,-81.717,27.8333
19342,2015-08-01 18:32:12,I don't know how you can write a column detailing the unfair coverage which the New York Times has always given to Hillary Clinton without mentioning Maureen Dowd. Her decades long vendetta against Hillary has been an embarrassment for a long time.,0.0,-89.0022,40.3363
15999,2015-08-01 18:55:50,"Dear Public Editor:Ms Clinton is a polarizing figure.Hence, no matter  what you report someone will find fault with you.The NYT caters  both to to very rich - real estate section being a good example - and the liberal left.Not an easy position to be in. Overall, you  are doing well.",1.0,-74.9384,42.1497
16024,2015-08-01 18:57:44,"Joe Biden seems like a ""happy warrior.""  He, Obama, Bill Clinton, George Bush, Reagan, and on and on, all seemed to be able to connect in a personal way, with energy and passion, when they gave a speech.  Hillary, in contrast, enunciates every word in a stern, somewhat imperious way.  It always sounds like someone who's Not Happy with things!  I don't mean this as sexist.  Elizabeth Warren has that energetic, often optimistic tone. So does, I think, Jeb Bush.  Which is why I think Hillary will lose. So, run Joe run!",1.0,-74.9384,42.1497
18791,2015-08-01 18:58:22,"Judging by all the reader comments, Ms. Dowd has made Joe Biden a natural candidate to oppose any one of those horribly flawed republicans who aspire to lead us. We have been made aware of the gobs of cash the likes of the Koch brothers and Sheldon Adelson have already shelled out on negative campaign commercials they plan to unleash the moment Mrs. Clinton is nominated. If Biden gets the nod, think of all that money wasted as Joe is not nearly as juicy a target as Hillary. Crying shame, huh!",0.0,-119.7462,36.17
18752,2015-08-01 19:19:39,"Get out of the way Joe. Hilary needs to win this for the good of everyone.  She has enough of a problem with Bernie Sanders, whose one issue campaign is becoming a nuisance.",1.0,-119.7462,36.17
21691,2015-08-01 19:21:54,"All of the Democratic candidates with a shot at the nomination - Biden, Sanders, and Clinton - are old.  Unfortunately it seems that you have no one younger that's better.  Best shot is to choose very, very wisely for VP, and not just a box tick.One thing Obama did right was choose his VP wisely.  Older and more experienced for balance, and one who was actually on his side.",1.0,-71.5314,42.2373
22716,2015-08-01 19:43:54,"The only factor in Sect. Clinton's favor is she is a woman.  In every other respect Vice President Biden is her equal or her better as a Democratic primary candidate, a general election candidate, and most importantly as a president.",1.0,-79.8431,35.6411
13355,2015-08-01 20:24:23,"The Democrats are in a bind. Clinton's ""distractions"" may well blow up into disaster. Nobody else can win a national election. Biden's age is a factor but, frankly, Clinton has sucked most of the air out of the room and Biden may be the only one with a chance when she falls.",1.0,-111.3877,33.7712
16816,2015-08-01 20:38:49,"We need to stop saying ""Hillary.""  The Democratic nominee is likely to be Clinton, as in ""Bill"" disguised as Hillary.  Hillary is not fool and she know Bill is a Rhodes Scholar who can digest complex issues easier than milk-toast.  I would hope Joe would agree to be Sect. of State in a Clinton administration. She should offer him the job NOW.",0.0,-93.9196,45.7326
23282,2015-08-01 20:48:23,"I love Joe Biden.  For this reason, do I really wish this for him?  The strain and the stress?  I have mixed feelings.  However, if even the prospect of his entering the race pushes Ms. Clinton to be a better and more forthright candidate, the outcome would be positive.   The GOP needs to stop being a circus.  The Democrats may very well need a Plan...B.",1.0,-84.5603,43.3504
16086,2015-08-01 21:03:56,"ADBC - Any Democrat But ClintonRun, Joe, run! He would be a welcome relief to the contest.",1.0,-74.9384,42.1497
16018,2015-08-01 21:18:32,"I can't see that much of difference between Joe and Hillary. The greatest of value of Biden's entry into the race would be to split Clinton's votes, so that Bernie wins.  And nothing would please me more than Bernie's getting the nomination. Can't get better than that.Run Joe, run. ",1.0,-74.9384,42.1497
18798,2015-08-01 22:43:30,"I see that several commenters express disdain because Ms. Dowd speaks the truth shout the Clintons. I couldn't agree with her more. Hillary Clinton inspires nothing in me, although I feel great passion for the issues that our country faces, and want to see a progressive, experienced Democrat in the Oval Office. That person should not be Hillary. She and Bill treated then Senator Obama so disrespectfully during the 2008 campaign that I cannot forgive her. She lies, equivocates, evades, and has until recently demanded obscene speaking fees. Sure, it would be great to have a woman in the Oval Office, but I would much rather see Joe Biden or Bernie Sanders as leader of the free world than the entitled, untrustworthy Hillary Clinton. Run Joe, run! Do it for Beau, who wanted you to do it for us!",1.0,-119.7462,36.17
13116,2015-08-02 01:21:14,I think Vice President Biden would be a good candidate who would effectively and forcefully articulate the ethical issues presented by Mrs. Clinton as well as  the policy positions.  He would be willing to say what everyone is thinking.,1.0,-78.2057,37.768
24582,2015-08-02 01:48:16,"Nothing -- well almost nothing -- could make me happier than to have Joe Biden run for president. We don't need another Clinton, and it would be good to have another president I could genuinely and wholeheartedly support. Run Joe, run!",1.0,-77.0262,38.8964
13129,2015-08-02 01:52:03,"It's not hard to feel that Biden is the real deal, genuine and authentic, while politics is not Hillary Clinton's metier - unlike Bill, she makes it pretty clear that she would always rather be somewhere else.  She is the Scarlet Pimpernel of American politics.",1.0,-78.2057,37.768
